"id","titulo","artista","estrofa","estilo","ave_sentiment","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","fiesta"
"id_102","Tu Quieres Volver","Gipsy Kings","Tú quieres volver y no te veo más
Tú quieres volver y no me encuentro mal
Tú quieres volver y no te veo más
Tú quieres volver y no me encuentro mal
Tú quieres volver y no te veo más
Tú quieres volver y no me encuentro mal
Tú quieres volver y no te veo más
Tú quieres volver y no me encuentro mal","pop",1.5,4,0,4,4,0,4,0,0,"No"
"id_1027","Abrázame Muy Fuerte","Marc Anthony","Abrázame que el tiemo pasa y el nunca perdona
Ha hecho estragos en mi gente como en mi persona
Abrázame que el tiempo es malo y muy cruel amigo
Abrázame que el tiempo es oro si tu estas conmigo
Abrázame fuerte, muy fuerte, más fuerte que nunca
Siempre abrázame","pop",-1.65714285714286,3,3,2,3,1,4,0,2,"Si"
"id_1029","Traje Unos Tangos","YSY A","Benditos nosotros de haber nacido
En esta cuna de delirios y oportunidades
Dueña de una libertad que aprisiona
Pero que… jaja, permite
Ese tenue color que la cubre cuando anochece
Ilumina talento (Yeah) y corazón, no hace falta más nada","rap",1.06790116583886,1,2,1,1,2,1,1,2,"No"
"id_1031","Morenita","Los Bukis","Eras para mi el cariño mas bonito
Que en la vida conocí
Fue su corazón tan grande
Como el mismo sol
El que un día le diera brillo a mi existir","pop",1.61644771824097,0,2,1,0,2,0,3,2,"No"
"id_1034","Virtuosos","Violadores del Verso","Ahh, yo soy Kase.O, son virtuosos
Rap Solo, Doble V
Tenemos a Squir el marrano
Tenemos a Stank el borracho
Tenemos a Craneo, tío
Tenemos a Ramon Entalto, también esta en Zaragoza cabrones
Es el 98, por fin, una vez más, virtuosos
Ahh, ahh, ahh...","rap",-0.53665631459995,0,0,1,0,0,0,0,0,"Si"
"id_1045","Terapia de Amor Intensiva","Soda Stereo","Si algo está enfermo, está con vida
Y lo que tus labios no puedan besar
Se esfumará
Y no escucharás más palabras lascivas
En la terapia de amor intensiva
(Intensiva)","rock",0.620752231839188,2,0,1,1,1,1,0,0,"No"
"id_1046","La Ventanita","Sergio Vargas","Desde que me dejaste
La ventanita del amor se me cerró
Desde que me dejaste
Las azucenas han perdido su color
Desde que me dejaste
La ventanita del amor se me cerró
Desde que me dejaste
No hago mas nada que extrañarte, corazón","pop",-0.609994281330419,0,1,0,0,3,3,1,0,"No"
"id_1052","Te Regalo Amores","RKM & Ken-Y","Te regalo amores
Dentro de tu vientre
Pinta'o de colores
Dame lo que sientes
Pa' que no llores
Tengo amor sincero
Amor del bueno
Para llevarte lejos de los dolores..","pop",-0.365148371670111,0,3,0,0,5,0,3,2,"No"
"id_1053","Tolín Infante","Los Tucanes De Tijuana","Un saludo a mi plegada
También a mi campo Pepe
Y gracias compadre Tali
Usted siempre me hizo fuerte
Que retumben los Tucanes
Ahora que si hay billetes
Mi nombre es Hector Infante
El Tolín para mi gente","pop",0.811107105653813,0,0,0,0,1,0,1,0,"No"
"id_1056","En Remolinos SEP7IMO DIA","Soda Stereo","Paraíso, zona pura, perfección
Florecer mirándote a los ojos, perfección
Florecer mirándote a los ojos, perfección
Florecer los dos, florecer
Florecer los dos, florecer
Florecer","rock",0.6,0,0,0,0,0,0,0,0,"No"
"id_1058","Sorner / Jet Lag","Doble Porcin","Mami, sorner, nada es tan relevante
Todos los que me tiran cantaban conmigo antes
Dale ponte un reggaeton de antes
Pa' que pasemos chimba, ellos se hacen los maleantes
Mami, sorner, nada es tan relevante
Todos los que me tiran cantaban conmigo antes
Dale ponte un reggaeton de antes
Pa' que pasemos chimba, ah-ah","rap",0,0,0,0,0,0,2,0,0,"No"
"id_1059","Cine en Tu Cama","Gepe","Cine en tu cama
Lunes en la mañana
El bonito recuerdo de ayer
Un café en la mano
Tu foto en mi cabeza
Un inmenso alivio que tiene tu boca y más","misc",1.1667261889578,0,0,0,0,0,0,1,0,"No"
"id_1060","Sin fin","Los Claxons","A veces esta vida me arroja unas preguntas que no se contestar
Instantáneamente cuando pasa eso no molesto a mi cabeza
Me pongo a respirar a dejar que el viento lleve todo
Sube el nivel de decibel, es más la intensidad y se cruza la señal
Preferentemente cuando pasa eso desconecto mi cabeza
Me pongo a prender fuego y a ver como arde todo","pop",-0.65,2,1,0,3,0,2,1,1,"No"
"id_1061","Surfer Calavera","Los Fabulosos Cadillacs","Brujos negros (de Mar del Plata)
Velas (en La Popular)
Conjuros para el surfer (misterio)
Perros de la playa llorando la noche
Presagian con el viento de la muerte
(Pata de cabra), la parca en biología","pop",-1.5,1,2,1,1,1,1,2,0,"No"
"id_1065","Tamo Loco","YSY A","La vecina mira desde su ventana porque estamo' loco', yo'
Policía mira desde el patrullero porque estamo' loco' (Estamo' loco), yo'
Todos hablan de que en la mansión hay mucho pero se hace poco
Todos preguntando: ""¿De dónde sacan la plata esto' loco'?"" (Yeah-eh)
La vecina mira desde su ventana porque estamo' loco' (Loco')
Policía mira desde el patrullero porque estamo' loco', yo'
Todos hablan de que en la mansión hay mucho pero se hace poco (Mansión)
Todos preguntando: ""¿De dónde mierda sacan la plata, loco?""","rap",-0.303254242621486,9,0,9,8,0,8,8,0,"No"
"id_1067","Busco En Ti","Luis Enrique","Busco en ti ese lugar tan especial
Donde se pueda desvestir
En cuerpo y alma el verbo amar
Donde termine mi ansiedad
Y que el beso de tu boca sea la paz
Que te doy, que me das
Y ante todo lo que busco es encontrar sinceridad","pop",1.02105494048526,1,3,0,1,3,1,2,1,"No"
"id_1069","FreePeke","Beny Jr","Hey, el Free Peke ese es mi hermano
Compartimo' hasta el abogado, bravo
Pero mira qué bravo, con las máscara' te atracamo'
A sigilo, todo a sigilo
Capo de mentira, yo lo borro, ese es mi estilo
El Free Peke ese es mi hermano
Compartimo' hasta el abogado, bravo
Pero mira qué bravo, con las máscara' te atracamo'","rap",0.131306432859723,3,0,3,2,0,1,2,4,"No"
"id_107","Cuando Estés Aquí","Pablo Alborn","Ahora que el olvido está de moda
El presente nos obliga a recordar
Intento borrarme los errores
Como la lista de calmantes que comprar
Ahora que detrás de cada mueca
Escondemos el temor de poder soñar
Amores desnudos de correas
Se asoman por la verja de nuestra libertad","pop",-0.144337567297406,1,3,0,1,2,0,2,2,"No"
"id_1072","Coming Out Strong Spanish Version","Darkiel","Como un bori que no canta pero se cree artista (yeh, yeh)
Uno de la isla tuvo que partir la pista (yeh, yeh)
Pana mío son mías to’a mis cadenas (mía)
Dicen que estoy enchuletea’o por to’a mis nenas
Que Dios los guarde, Dios los guarde
Recuerdo cuando llegaba a la uni' tarde
Ahora to’ los días me levanto tarde
Chilling como el tema de Don y Tego Calde’ (así mismo)","rap",0.464990554975277,0,3,0,2,2,2,0,3,"Si"
"id_1079","Déjame Conocerte","C-Kan","Déjame ser otro corazón latiendo, entiendo
Que no será fácil, pero también lo sé
Que si tú quieres los dos podemos ser
Uno solo, para todo el camino que hay por recorrer
Déjame ver el Sol cuando amanece
La Luna cuando cae y las estrellas se aparecen
Parece que aún sin verte mi amor es tan fuerte
Yo soy de ti, déjame conocerte","rap",0.938611774639581,0,2,0,1,2,0,1,1,"No"
"id_1085","Inmune","Malandro","Ya no me para nada, y nada me hace mal
Encarar cada mañana una vez más
Con las mismas ganas de hace banda atrás que no era nadie
Pero no cambia nada, pana, 'tamo' igual
Es ganarme la tarasca y traerme el pan
Con la chispa y la balada dedicársela a la calle","rap",0.137497924512638,1,0,1,1,0,4,0,0,"No"
"id_1086","Ay Amor","Antony Santos","Ay amor ay amor.. como me pasa la vida...
Ay amor ay amor.. como un barco ala deriva..
Corazon no se si me entiendes
Pero esque me duele
De joder tu vida..","pop",-0.537925992687481,0,1,4,4,4,4,0,0,"No"
"id_1089","Huir o morir","Piezas & Jayder","Yo soy el fuego y la salida de emergencia
El cadáver de los actos que te hablaron mal de mí
Soy el silencio y el momento de mayor audiencia
Soy las palabras que no supiste decir, y estas van por ti
Por no dejarme tomar decisiones
Y tratar de hacerme lamentar las consecuencias
A punta de navaja no me sacas conclusiones
Tenías dos opciones: huir o morir","rap",0.366508333068916,4,3,2,9,1,7,3,1,"Si"
"id_1099","Ansiedad Peleo Con Las Sombras","Francisca Valenzuela","Un día arriba y otro abajo
Sé que esto pasará
Y así es la vida, ¿y pa' qué me enojo?
No consigo na'
Mejor soltar, quedarme acá
Tenerte cerca me ayudará
Eres el remedio invisible para este mal","pop",-0.924665847613758,1,1,1,1,1,1,0,2,"No"
"id_1100","Tu Veneno","J Balvin","Porque yo soy tu veneno, tu veneno, yeah-eh (Ah, Ah)
Te hago mal, pero qué bueno cuando lo hacemo', yeah-eh (Yeah-eh)
En ti me puse a pensar, en toda' esa' bellaqueras cuando conmigo estabas (Oh, oh)
Sé que te sientes igual y extrañas cuando encima me brincabas (Uh)
Porque yo soy tu veneno, tu veneno, yeah-eh (Ah, ah)
Te hago mal, pero qué bueno que lo hacemos, yeah-eh (Yeah-eh)
En ti me puse a pensar, en toda' esa' bellaqueras cuando conmigo estabas (Leggo, leggo)
Sé que te sientes igual y extrañas cuando (Ey)","pop",-0.452267016866645,6,2,6,6,2,2,2,2,"No"
"id_1102","Hola","Ozuna","Le dije: ""Hola, ¿por qué tan bonita?""
Ella anda sola, me dijo que el amor a ella la ignora (Baby)
De todo lo que le sucedió, su corazón ya se le rindió (Woh, oh, oh)
Y por eso, ella no se enamora
Y: ""hola (Jaja), ¿por qué tan bonita?""
Ella anda sola, me dijo que el amor a ella la ignora (Woh, oh, oh)
De todo lo que le sucedió (Woh, oh, oh), su corazón ya se le rindió
Y por eso, ella no se enamora","rb",0.351335811474736,0,0,0,0,2,0,0,0,"No"
"id_1105","Flight 956","Indio Solari y los Fundamentalistas del Aire Acondicionado","Disculpá mis actos de hampón
Siempre hay quilombito en un cielo de dos
Y nunca hay terreno sagrado, amor
Es difícil no ser injusto con vos
Cuando escapás en tu...","rock",0.730296743340221,1,0,1,0,1,1,0,0,"No"
"id_1110","Sinrazón","DELLAFUENTE","Que le follen al dinero
Que le follen al trabajo
Que le folle a lo que quiero por que to es mentira hermano
Que le follen a lo bueno
Que le follen a lo malo
Que le follen al dinero","rap",0,4,4,2,1,4,2,4,5,"No"
"id_1111","Perdedores del Barrio","Kaydy Cain","¿Ídolo de quién, por cuánto y cómo?
Loco, te estás quedando loco
Yo ya he vivido rápido, ahora lo hago poco a poco
Yo sé que te fijas en cómo cago y cómo como
¿Ídolo de quién, por cuánto y cómo?
Loco, te estás quedando loco
Yo ya he vivido rápido, ahora lo hago poco a poco
Yo sé que te fijas en cómo cago y cómo como","pop",-0.257361038300137,4,0,4,4,0,4,4,0,"No"
"id_1112","Fantasmita","Casper Mgico","Tú  no me haces falta, lo que quiero e' tu cuerpo
Matar las gana' de sentirte por dentro
Recordar  cómo te movía' lento, oh
Hacer como cien pose' en un mismo asiento, oh
Y a veces creo que picheas de malda'
Dime, ¿por qué cuando te escribo te tarda'? (Nosotro' somo' lo' mágico', bebé)
Ya  no te hacen falta mis mano' en tu falda
Que ya ni foto' de tu nalga' me manda' (¡Casper!)","pop",-0.389775949888048,3,0,2,3,0,2,0,0,"No"
"id_1113","Rap Sin Corte 37 XXXVII","Foyone","Rap sin corte 37
Directamente desde Egipto pal mundo entero
El Sceno Mcclane en la cámara
Foyone en la casa puta
Pirámides en la mente, cargando en mi subconsciente","rap",-1.70084012854152,2,1,2,1,0,1,0,0,"No"
"id_1118","Amarillo","J Balvin","Despué' de las doce salimo' a buscar el party (Party)
Ando con lo' tiguere', estamo' en modo safari (Brr)
Y con un flow violento que parecemo' sicario'
Yo tomando vino y alguno' fumando mari
La policía está molesta porque
Ya se puso buena la fiesta, pero
Estamo' legal, no me pueden arrestar
Por eso yo sigo hasta que amanezca, entonce' (Yah)","pop",0.032009219983224,1,2,1,1,1,0,2,2,"Si"
"id_112","Igual Que Ayer","Daddy Yankee","No se puede ganar cuando tenemos mucho mas qué perder
Hay peligro cuando uno revive el pasado
Daddy
You know I love u girl!
DY","pop",-1.02476735192486,1,1,1,2,0,1,1,0,"No"
"id_1127","Desde Que Te Vi","Los ngeles Azules","Y tu, sin una sonrisa
Sin una Mirada
Siempre de prisa
Y tu, sin un hasta luego
Sin un yo te quiero
Sin un alisiente para mi","pop",0,0,2,0,0,1,0,1,1,"No"
"id_1128","Papás","Mau y Ricky","(Mau-Mau, Ricky-Ricky-Ricky)
Señoras y señore'
(Mau-Mau, Ricky-Ricky-Ricky)
Esta no e' una historia de la vida real
(Mau-Mau, Ricky-Ricky-Ricky)
Pero a vece' uno mete la mata
¿Cómo dice? (Mau y Ricky)","pop",-0.40926474738245,0,0,0,0,0,0,0,1,"No"
"id_1130","Falta Poco","Rawayana","Es la verdad
Contigo en frente yo no puedo ni cantar
Es la verdad
Yo sigo siendo el muñeco, nunca paras de jugar conmigo
Conmigo... Conmigo","pop",0,0,1,0,0,1,1,0,3,"No"
"id_1131","Vete Versión Acústica","KHEA","Ahora ya no pienso en ti, yeh
Ahora sólo pienso en mí, yeh
Vacaciones por París, Colombia, P.R., Madrid, yeh
Te juro que me arrepiento por todo lo malo que pasé contigo
Me pido perdón a mí mismo por todo ese tiempo perdido
Te gustó jugar conmigo, ahora ya no estoy contigo
Dinero y sólo pa’ lo mío, y como el Conejo, me cago en Cupido","rap",-1.09952499920675,2,3,1,1,2,2,1,1,"No"
"id_1142","Sonríe","Luis Enrique","Si acaso sirve que te diga
Lo que pienso, lo que veo
No, nunca olvides que
El dilema del problema
Es encontrar la solución","pop",0.408248290463863,1,0,0,2,0,1,0,0,"No"
"id_1144","El Dia Que Volviste a la Tierra","Carlos Sadness","Subías al palco con algo de nervios
Cortaron la emisión de un partido de béisbol
Los japoneses aun estaban despiertos
Querían oír tu versión en directo
Y tu cara iluminada por las luces de cámara
Saldrás en portada mañana
Tosiste un poco
Cogiste el micro y el mundo escuchaba","pop",0.571428571428571,0,0,0,0,0,0,0,0,"Si"
"id_115","La Cartera","Carlos Vives","Que más quisiera, mi dulce bien
Que ser de tu vida la sustancia
Y ser la fina fragancia para tu piel
Si ya se han ido perdiendo mis esperanzas
Y hoy me pides que te compre un reloj Cartier","pop",0.160128153805087,0,2,0,0,1,0,1,1,"No"
"id_1150","Chocolate Blanco","Bejo","Desde que me levanto, siempre con rollos me tienes harto (Coño)
Anda bájale un cambio que no es pa' tanto
Yo ya no puedo más, yo ya no te aguanto (Na')
Si no quedó claro te lo recalco (Cómo)
Tú eras mi bombón de chocolate blanco (Ya no)
Relleno con sirope de mango
Pero ya me tienes harto, no quiero más
Chocolate blanco, chocolate blanco","pop",-0.948989754342034,0,6,0,1,6,0,0,6,"No"
"id_1157","A nuestros rincones","IZAL","Y vuelan sobre la lona los golpes
Que hemos sufrido tantas veces antes
Limpio el polvo de nuestros rincones
Deberíamos utilizarlos de vez en cuando…
De vez en cuando…","pop",-0.371390676354104,0,0,0,0,1,0,0,1,"No"
"id_1160","Cumbia De Pichi","Kali Mutsa","La noche de San Juan, debajo de la higuera
Se siente en la atmó'fera, samba azufrera
Bailando sajuriana con una sola espuela
Es alto, negrito, te gusta pucela
No quiero yo rezar, no quiero que me calmen
Quiero que me quemen y que nunca me salven
Se otorga riquezas, te baña de oro
Silba a los vientos, se viste de todo","pop",0.384110639798688,0,0,0,0,0,0,0,0,"No"
"id_1163","So Fresh","Paulo Londra","Porque ando so fresh, so fresh, so clean
Ando so fresh, so fresh, so clean
No me puedo dormir, ey
No me puedo morir, nah
Ando so fresh, so fresh, so clean
Ando so fresh, so fresh, so clean
No me puedo dormir, ey
No me puedo morir, nah, ey, ey","rap",0,0,0,0,2,0,2,0,0,"No"
"id_1164","Espíritu Olímpico","Los Planetas","A donde quiera que vaya
Parece que te estoy viendo
Es la sombra de tu amor
Que me viene persiguiendo
La sombra de tu cariño
Que me viene persiguiendo","rock",0.928476690885259,0,0,0,0,1,0,0,0,"No"
"id_1168","Ojitos Soñados","Ramona","[Coro}
Ay chulita, ¿Qué me diste?
Que solo en ti estoy pensando
Y es que si cierro mis ojos
Veo tus ojitos
Soñados (x4)","pop",-0.222775511288014,0,0,1,1,1,1,0,1,"No"
"id_1172","Extrañándote","Maluma","Como si nada vuelves a mí
Sabía que extrañabas cómo recorrí
Cada parte de tu cuerpo
Solo yo conozco lo íntimo
Ay, qué sabroso cuando te toco
No es un secreto, porque ambos sabemos","pop",-0.548795472456028,0,0,1,1,0,2,1,1,"No"
"id_1176","A pesar de Todo","AMBKOR","Siempre quise estar contigo, no con las demás
Cuidar de los amigos que son de verdad
Pero hay demasiado ruido en la ciudad
Y no puedo escuchar lo que me cuenta la felicidad
Mamá se fue casa, papá se fue casa
Y no sé si volverán por navidad
Hoy me faltan las ganas de mirar la ventana
Y de verme cara a cara con la realidad","rap",-0.153618180742207,0,1,0,0,1,0,0,2,"No"
"id_1177","Ganas","M2H","Vámonos lejos de aquí
Hoy estoy dispuesto a partir
El deseo que tiene tu cuerpo
Es el mismo que yo siento
Tu mirada me mató otra vez
Y esa boca nunca la probé
Nos quedó pendiente ese beso...y","rb",0.160128153805087,0,2,0,0,1,0,2,1,"No"
"id_118","Pueblo Querido","Los Tigres Del Norte","Yo ansío con todo mí ser
Regresar a mi pueblo querido
Y mi Dios me lo ha de conceder
Pa' morirme allá con los míos
Es muy triste encontrarse lejos
De la tierra donde uno ha nacido
Y más triste si no están presentes
Los amigos y los seres queridos","pop",0.395979797464467,2,2,2,3,3,3,0,3,"No"
"id_1181","Código Postal","Ha*Ash","Y me dicen que no somos igual
Para mí somos tal para cual
Opuestos en un mismo código postal
Que tu padre no se llegue a enterar
Que no soy de tu nivel cultural
Y te deje en la otra esquina
Para que nadie hable mal","pop",0.442325868464691,1,0,1,1,0,1,0,2,"No"
"id_1183","LO DE NOSOTROS","Feid","Baby, no hay que frontear
Pero que se muerdan si nos ven en fotos
Y aunque muchas quieren quemar
Tú eres como el haze, mami, no te roto
Las otras son regular
Tanta' bellaquera' no tiene' con otro
Si despué' de tanto chimbear
Todo el mundo ya sabe lo de nosotro' (Ah, ah)","pop",0.171700704935861,1,0,0,1,0,1,0,0,"Si"
"id_1186","El Salón de la Injusticia","Alcolirykoz","La razón elemental mi querido Watson
Hacen que un país con hambre tenga vista gorda
Son investigados en Colombia es la oferta
El gobierno se regala y tus derechos cubren la hipoteca
La injusticia un salón de putas muy inevitable
Con impuestos o vacunas que son comparables
Una pista sus testigos no quieren comprenderlo
Les arreglan este pueblo, pero para venderlo","rap",0.281681135852371,1,1,0,2,1,2,0,1,"Si"
"id_1189","Le Falté el Respeto Al Dinero","Farruko","Pobre ya no me muero, vivo ya como quiero
Me estoy buscando la funda, le cogí amor al dinero
Me compro to' lo que quiero, mi cuenta nunca está en cero
Ya yo estoy burlao, le falté al respeto al dinero
(Hahaha, Farru!)","rap",1.98248141432386,2,4,0,0,5,1,2,5,"No"
"id_1191","Tras la corteza","Porta","No lo pude controlar, nadie me ayudó a escapar
¿Dónde voy para encontrarme?
Oigo el eco en mi interior
Son recuerdos de tu adiós
¿Dónde voy para encontrarte?","rap",0.151346157120743,0,0,1,0,0,0,0,1,"No"
"id_1195","Amarillo azul","Thala","Amarillo azul, a media luz
Voy pintando de colores tus besos
Amarillo azul, a cara o cruz
En tus ojos el peligro de incendio
Amarillo azul, a media luz
Y es que a veces es difícil negarse
Amarillo azul, a cara o cruz
Cuando el diablo tiene cara de ángel","pop",1.13137084989848,1,2,1,2,0,5,0,0,"No"
"id_1196","Cita con un invento","El Coyote Y Su Banda Tierra Santa","Mañana nos peleamos
Con calma y con paciencia
Tu sal con tus amigas
Y yo con la mujer
Con esa que me inventas","pop",0.208514414057075,0,2,0,0,0,0,0,1,"No"
"id_1198","Baby","Eslabon Armado","No puedo parar en pensar
En tu carita angelical
Me vuelves todo el día bien loco
Me encantan tus lindos ojos
No es mentira","pop",-0.204124145231932,2,0,2,1,1,2,1,1,"No"
"id_1202","Te He Echado de Menos","Pablo Alborn","No queda más que tú
No queda más que yo
En este extraño salón
Sin nadie que nos diga dónde, cómo
Y cuando nos besamos","pop",0.08,0,0,0,0,0,0,0,0,"No"
"id_1206","El centroamericano","Los Tigres Del Norte","En la frontera nos decían los compañeros
Vamos al terre la ocasión a aprovechar
Lo siento, cuates por lo pronto aquí me quedo
Tengo parientes y los quiero visitar
Ahora que estoy en territorio mexicano
Debo cuidar hasta de mi forma de hablar
Si se dan cuenta que soy centroamericano
También de México me van a deportar","pop",0,0,0,0,2,0,1,0,1,"Si"
"id_1211","La Carretera II","Julio Iglesias","En la puerta de tu casa alguien dice que no estas
Que te haz ido que no haz vuelto, y que no te han visto mas
Tengo celos que me hieren que no puedo controlar
Y la rabia de querete de manera irracional
Quiero correr quiero saber de ti
Si estas pensando en mi","pop",-0.272165526975909,2,0,2,2,2,1,0,1,"No"
"id_1218","Que Seas Muy Feliz","Alejandro Fernndez","Ahora que te vas, te quiero desear
Que te vaya bien, que te quieran más
Que allá donde estés, tengas buena suerte
Para no fallar, yo voy a rezar
Ya pedí por tí, yo voy a implorar
Pa' que seas feliz, para que progreses","pop",0.301511344577764,0,3,0,0,2,0,1,1,"No"
"id_1219","Me mira","Big Soto","Sólo mira como me mira, ella quiere disimular
Y me parece poca cosa, por eso me voy a acercar
Quizás un trago la situación pueda mejorar
Y facilitar el proceso de comunicación
Y al terminar borrachos intentar darle un beso, yeah","pop",0.624695047554424,0,2,1,1,2,1,2,2,"Si"
"id_1221","Por Honor Con Mr. Rango","Violadores del Verso","(Todos)
El color y el olor
Del sudor por honor
Nena por favor dame tu amor
El color y el olor
Del sudor por honor
Moriré de dolor si me quitas tu calor (x2)","pop",0.514495755427526,2,0,3,4,1,2,0,2,"No"
"id_1224","Devuélveme","Ozuna","Sé que te gusta que yo te bese
Mientra' tú me ignora', la' gana' crecen
No te olvide' que tu cuerpo me pertenece
Y quiero repetírtelo, mai', muchas vece' (No, no, no, no)
Yo sé que te gusta que yo te bese
Mientra' tú me ignora', la' gana' crecen (Ah-ah, ah)
No te olvide' que tu cuerpo me pertenece (Jaja)
Y quiero repetírtelo, mai', muchas vece' (Ozuna), no, no, no, no","pop",-0.353553390593274,0,0,0,0,0,0,0,0,"No"
"id_123","Regresa Hermosa","Gerardo Ortiz","Y porque me muero
Si no estás conmigo pierdo los sentidos
Y porque no quiero hacerme amigo del olvido
Porque tu adiós es lo peor que he vivido
Y regresa pronto mi niña, preciosa
Y llorando te lo pido","misc",-0.960768922830523,1,1,0,2,1,1,0,1,"Si"
"id_1235","STRESS","LIT killah","¿Cuánto money? No lo conté (No)
Si me tiran no lo noté (No-No-No-Noté)
¿Viene solo o viene con tre'? Eh-eh
Y me baja el estré', y me baja el estré'
Esto es mío, no lo compré (Compré)
Tiran y no tienen con qué (Con qué)
No pueden buscarme compe', eh-eh (No)
Y me baja el estré', y me baja el estré'","rap",0,0,0,0,0,0,0,0,0,"No"
"id_1236","El conejo","Tatiana","(Hablando) Ven aca conejito (¡No!)
No tengas miedo, si yo no te voy a hacer nada (¡que no!)
(Yo no salgo de mi cueva porque me van a matar)
No me tengas miedo lindo que nada te va a pasar
¡aquí está, el conejo aquí está! (2x)","pop",-0.482742359514467,3,2,0,3,0,3,2,0,"No"
"id_1243","Me Olvidé","Sech","Yo sí te lo di to’ (Di to'; no, no)
El dolor no omito
Te lo mando por escrito (-crito)
Que ya no te necesito (No, oh-oh)
Hay cosa’ que tú no entendiste
Tú solamente te fuiste
No dijiste una razón (Nah)","pop",-0.457495710997814,0,0,1,1,0,1,0,0,"No"
"id_1249","Amor Verdadero","Fanny Lu","Y vuelve amanecer y sigo entre tus brazos
Que me curan todo y no existe el pasado
No encuentro las letras del abecedario
Cuando esta tu boca cerca de mis labios
Devuelvo la sonrisa que me has regalado
Arreglo tu camisa y camino a tu lado
Parece mentira que no estoy soñando
Me alegra la vida haberte enamorado","pop",-0.262612865719445,1,2,1,0,2,1,3,2,"No"
"id_1251","Viejo Motel","Jory Boy","Me necesitas
Yo sé que me necesitas
Dame una señal de vida para luego ir a buscarte
Porque no intentarlo
Si no lo quieres déjalo
Te puedo cambiar la vida
Solo deja demostrarte","pop",-0.731126155013931,0,0,0,0,0,0,0,0,"No"
